Name,sim_type,N,h,d,reg_param,rho_r,alpha,phi_c,theta,eta_f,t_step
Ive_comp_4_deep_9_9_start.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_10_1_start.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_10_2_start.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_10_3_start.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_10_4_start.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_10_5_start.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_10_6_start.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_10_7_start.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_10_8_start.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_10_9_start.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_9_1_deep.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,9.1,3.99732836365627e-05,1
Ive_comp_9_2_deep.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,9.2,3.99732836365627e-05,1
Ive_comp_9_3_deep.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,9.3,3.99732836365627e-05,1
Ive_comp_9_4_deep.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,9.4,3.99732836365627e-05,1
Ive_comp_9_5_deep.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,9.5,3.99732836365627e-05,1
Ive_comp_9_6_deep.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,9.6,3.99732836365627e-05,1
Ive_comp_9_7_deep.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,9.7,3.99732836365627e-05,1
Ive_comp_9_8_deep.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,9.8,3.99732836365627e-05,1
Ive_comp_9_9_deep.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,9.9,3.99732836365627e-05,1
Ive_comp_10_deep.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,10,3.99732836365627e-05,1
Ive_comp_9_1_deep_long_run.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,9.1,3.99732836365627e-05,1
Ive_comp_4_deep_9_1_start_long_run.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_9_deep_long_run.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,9,3.99732836365627e-05,1
Ive_comp_4_deep_9_start_long_run.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_9_2_deep_long_run.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,9.2,3.99732836365627e-05,1
Ive_comp_4_deep_9_2_start_long_run.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_0_1_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_0_2_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_0_3_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_0_4_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_0_5_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_0_6_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_0_7_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_0_8_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_0_9_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_1_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_1_1_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_1_2_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_1_3_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_1_4_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_1_5_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_1_6_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_1_7_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_1_8_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_1_9_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_2_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_2_1_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_2_2_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_2_3_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_2_4_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_2_5_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_2_6_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_2_7_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_2_8_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_2_9_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_3_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_3_1_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_3_2_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_3_3_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_3_4_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_3_5_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_3_6_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_3_7_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_3_8_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_3_9_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_4_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_4_1_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_4_2_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_4_3_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_4_4_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_4_5_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_4_6_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_4_7_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_4_8_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_4_9_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_deep_5_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4,3.99732836365627e-05,1
Ive_comp_4_5_deep_0_1_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4.5,3.99732836365627e-05,1
Ive_comp_4_5_deep_0_2_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4.5,3.99732836365627e-05,1
Ive_comp_4_5_deep_0_3_flux.txt,dil,200,0.04,1.43e-05,100000000,2.5,0.03924,0.585,4.5,3.99732836365627e-05,1
